date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:34:46	145/145	---MCZ	200	added ('OK')	text/plain	date:Tue,%2002%20Sep%202025%2014:34:45%20GMT	https://theflex.global/robots.txt		(from )
16:34:46	40705/40705	---MCZ	200	added ('OK')	text/html	etag:W/%22186xbjf0d11vda%22	https://theflex.global/	C:/Users/saiyu/Desktop/projects/maliha_proj/FLEX/theflex.global/index.html	(from )
16:34:46	48432/48432	---M--	200	added ('OK')	font/woff2	etag:%221f516f18941211be0eb66f8d5580cb59-ssl%22	https://theflex.global/_next/static/media/e4af272ccee01ff0-s.p.woff2	C:/Users/saiyu/Desktop/projects/maliha_proj/FLEX/theflex.global/_next/static/media/e4af272ccee01ff0-s.p.woff2	(from https://theflex.global/)
16:34:47	7837/7837	---MCZ	200	added ('OK')	text/css	etag:%22572a9e7ad4d28ee60ab595639fff2303-ssl-df%22	https://theflex.global/_next/static/css/3dd55bcc093c75f8.css	C:/Users/saiyu/Desktop/projects/maliha_proj/FLEX/theflex.global/_next/static/css/3dd55bcc093c75f8.css	(from https://theflex.global/)
16:34:47	140853/140853	---MCZ	200	added ('OK')	text/css	etag:%223fd5069f972b52d4e906b5e2cadd76d9-ssl-df%22	https://theflex.global/_next/static/css/65f122184927b531.css	C:/Users/saiyu/Desktop/projects/maliha_proj/FLEX/theflex.global/_next/static/css/65f122184927b531.css	(from https://theflex.global/)
16:34:47	3818/3818	---MCZ	200	added ('OK')	application/javascript	etag:%22312ae0169bd811b00973f3e16f1ce5de-ssl-df%22	https://theflex.global/_next/static/chunks/webpack-50e368a54dbb15a4.js	C:/Users/saiyu/Desktop/projects/maliha_proj/FLEX/theflex.global/_next/static/chunks/webpack-50e368a54dbb15a4.js	(from https://theflex.global/)
16:34:47	172837/172837	---MCZ	200	added ('OK')	application/javascript	etag:%22b5908cde94e09b15d30d910edae858be-ssl-df%22	https://theflex.global/_next/static/chunks/fd9d1056-01a3f02082479fa1.js	C:/Users/saiyu/Desktop/projects/maliha_proj/FLEX/theflex.global/_next/static/chunks/fd9d1056-01a3f02082479fa1.js	(from https://theflex.global/)
16:34:48	123887/123887	---MCZ	200	added ('OK')	application/javascript	etag:%2224f8e4f1ad276c0e4f1170185fd09a94-ssl-df%22	https://theflex.global/_next/static/chunks/2117-551bc40e8fa95f41.js	C:/Users/saiyu/Desktop/projects/maliha_proj/FLEX/theflex.global/_next/static/chunks/2117-551bc40e8fa95f41.js	(from https://theflex.global/)
16:34:48	471/471	---M--	200	added ('OK')	application/javascript	etag:%224a38e8ca91ed24ba6fc39998f289fb8f-ssl%22	https://theflex.global/_next/static/chunks/main-app-1033a728aa28fe33.js	C:/Users/saiyu/Desktop/projects/maliha_proj/FLEX/theflex.global/_next/static/chunks/main-app-1033a728aa28fe33.js	(from https://theflex.global/)
16:34:48	131823/131823	---MCZ	200	added ('OK')	application/javascript	etag:%220fd85dbfed99d93635bf0fd2e04ea5f1-ssl-df%22	https://theflex.global/_next/static/chunks/9661-06658d7272e3d16f.js	C:/Users/saiyu/Desktop/projects/maliha_proj/FLEX/theflex.global/_next/static/chunks/9661-06658d7272e3d16f.js	(from https://theflex.global/)
16:34:49	22342/22342	---MCZ	200	added ('OK')	application/javascript	etag:%220cfc506790bf7271841eee0d94d639f4-ssl-df%22	https://theflex.global/_next/static/chunks/6579-6007cfd90eb29931.js	C:/Users/saiyu/Desktop/projects/maliha_proj/FLEX/theflex.global/_next/static/chunks/6579-6007cfd90eb29931.js	(from https://theflex.global/)
16:34:49	108136/108136	---MCZ	200	added ('OK')	application/javascript	etag:%22fac91c154406dea132bfa7db2aab2e90-ssl-df%22	https://theflex.global/_next/static/chunks/8130-310c9f301e1e5d03.js	C:/Users/saiyu/Desktop/projects/maliha_proj/FLEX/theflex.global/_next/static/chunks/8130-310c9f301e1e5d03.js	(from https://theflex.global/)
